uid,pro_num,ac_rate,repeat_num,con_num,pass_pct
U152492,47,0.5616438356164384,1.553191489361702,18.0,0.5402356902356903
U152533,4,0.42857142857142855,1.75,5.0,0.8
U152535,16,0.391304347826087,2.875,3.0,0.7192982456140351
U152565,19,0.4444444444444444,2.3684210526315788,16.0,0.6811755952380952
U152568,21,0.30434782608695654,3.2857142857142856,3.0,0.9166666666666666
U152599,59,0.33116883116883117,2.610169491525424,18.0,0.26308321308321303
U152646,22,0.13924050632911392,3.590909090909091,17.0,0.2801757066462949
U152675,35,0.4657534246575342,2.085714285714286,17.0,0.6000763941940412
U152715,4,0.3333333333333333,1.5,17.0,0.5713732861565678
U152720,12,0.56,2.0833333333333335,15.0,0.5301587301587302
U152745,28,0.38666666666666666,2.6785714285714284,9.0,0.49074074074074076
U152752,14,0.3142857142857143,2.5,12.0,0.7108134920634921
U152791,15,0.5128205128205128,2.6,8.0,0.2857142857142857
U152825,4,1.0,1.0,7.0,0.36224489795918363
U152831,26,0.3563218390804598,3.3461538461538463,16.0,0.5844494047619048
U152855,7,0.5,2.5714285714285716,9.0,0.41997354497354494
U152861,46,0.5316455696202531,1.7173913043478262,18.0,0.5013107263107263
U152870,16,0.325,2.5,12.0,0.4531746031746031
U152891,35,0.39285714285714285,2.4,18.0,0.40952380952380957
U152898,25,0.625,1.92,2.0,0.375
U152906,29,0.56,1.7241379310344827,18.0,0.34314574314574314
U152908,3,0.3333333333333333,4.0,0.0,0.0
U152946,8,0.21739130434782608,2.875,15.0,0.6904761904761905
U152965,1,0.0,1.0,1.0,0.25
U152968,36,0.765625,1.7777777777777777,17.0,0.7986694677871149
U152983,8,0.3684210526315789,2.375,8.0,0.19419642857142855
U153003,1,0.25,4.0,0.0,0.0
U153039,36,0.28225806451612906,3.4444444444444446,15.0,0.3002380952380952
U153052,15,0.43,6.666666666666667,12.0,0.45674603174603173
U153071,14,0.2765957446808511,3.357142857142857,16.0,0.6808035714285714
U153091,56,0.5747663551401869,3.8214285714285716,12.0,0.45089285714285715
U153096,49,0.5056179775280899,1.816326530612245,17.0,0.41991341991341996
U153110,2,0.14285714285714285,3.5,1.0,0.03571428571428571
U153128,8,0.44,3.125,2.0,0.625
U153134,16,0.52,1.5625,13.0,0.5809523809523809
U153151,28,0.47540983606557374,2.1785714285714284,16.0,0.3521645021645021
U153162,6,0.35714285714285715,4.666666666666667,2.0,1.0
U153178,20,0.72,1.25,11.0,0.2027941755214483
U153231,7,0.4666666666666667,2.142857142857143,16.0,0.6186755952380953
U153266,23,0.43636363636363634,2.391304347826087,16.0,0.7886904761904762
U153275,26,0.33766233766233766,2.9615384615384617,16.0,0.8783482142857143
U153285,2,1.0,1.0,8.0,0.6584821428571428
U153294,22,0.3,3.1818181818181817,16.0,0.6000744047619049
U153328,103,0.5185185185185185,1.8349514563106797,18.0,0.7416907166907168
U153383,37,0.3853211009174312,2.945945945945946,16.0,0.7492559523809524
U153388,34,0.3217391304347826,3.3823529411764706,12.0,0.2810571373071373
U153424,15,0.3870967741935484,2.066666666666667,17.0,0.832983193277311
U153448,16,0.5111111111111111,2.8125,3.0,1.0
U153468,53,0.26277372262773724,5.169811320754717,15.0,0.258037518037518
U153501,11,0.6111111111111112,1.6363636363636365,3.0,0.7368421052631579
U153513,33,0.375,2.4242424242424243,16.0,0.71875
U153526,7,0.2777777777777778,2.5714285714285716,11.0,0.662878787878788
U153535,3,0.5,1.3333333333333333,1.0,1.0
U153540,5,0.36363636363636365,4.4,2.0,1.0
U153562,1,1.0,1.0,2.0,0.5357142857142857
U153590,28,0.5434782608695652,1.6428571428571428,17.0,0.48058314234784816
U153601,4,0.5,1.5,0.0,0.0
U153614,24,0.5492957746478874,2.9583333333333335,5.0,1.0
U153679,40,0.4838709677419355,1.55,3.0,0.1111111111111111
U153685,1,1.0,1.0,9.0,0.28835978835978837
U153696,39,0.43617021276595747,2.41025641025641,14.0,0.27520098948670374
U153735,1,0.3333333333333333,3.0,0.0,0.0
U153738,46,0.5584415584415584,1.673913043478261,16.0,0.5366071428571428
U153740,11,0.4230769230769231,2.3636363636363638,2.0,0.625
U153798,6,0.875,1.3333333333333333,1.0,0.375
U153804,1,0.0,1.0,7.0,0.05952380952380952
U153824,36,0.3230769230769231,3.611111111111111,16.0,0.8601190476190477
U153853,1,1.0,1.0,0.0,0.0
U153873,36,0.4470588235294118,2.361111111111111,16.0,0.7946428571428572
U153880,9,0.8,1.1111111111111112,16.0,0.6610863095238095
U153902,6,0.7,1.6666666666666667,15.0,0.6892857142857143
U153928,25,0.47619047619047616,1.68,13.0,0.218981018981019
U153945,20,0.5142857142857142,1.75,12.0,0.2288961038961039
U153965,15,0.4444444444444444,1.8,15.0,0.6521428571428571
U154006,12,0.34285714285714286,2.9166666666666665,4.0,0.7796052631578947
U154050,18,0.4528301886792453,2.9444444444444446,0.0,0.0
U154067,34,0.43283582089552236,1.9705882352941178,17.0,0.5873312961548255
U154071,2,0.2,2.5,14.0,0.6943027210884354
U154124,12,0.9230769230769231,1.0833333333333333,9.0,0.5654761904761905
U154129,1,0.3333333333333333,3.0,10.0,0.29880952380952375
U154134,2,0.3333333333333333,3.0,0.0,0.0
U154137,12,0.3548387096774194,2.5833333333333335,16.0,0.6164434523809523
U154139,15,0.5263157894736842,2.533333333333333,3.0,0.5833333333333334
U154157,5,0.42857142857142855,1.4,13.0,0.49038461538461536
U154169,4,0.5,3.0,3.0,1.0
U154183,43,0.5425531914893617,2.186046511627907,14.0,0.6135204081632654
U154229,46,0.4594594594594595,2.4130434782608696,17.0,0.5868347338935574
U154231,18,0.3409090909090909,2.4444444444444446,14.0,0.15807050092764377
U154250,17,0.5416666666666666,1.411764705882353,16.0,0.5698660714285715
U154259,2,0.5,2.0,0.0,0.0
U154260,84,0.3670886075949367,2.8214285714285716,15.0,0.28799422799422797
U154312,1,0.0,1.0,0.0,0.0
U154388,35,0.4946236559139785,2.657142857142857,1.0,0.5
U154398,15,0.6363636363636364,1.4666666666666666,9.0,0.369047619047619
U154450,6,0.21428571428571427,2.3333333333333335,14.0,0.44387755102040816
U154464,40,0.4044943820224719,2.225,18.0,0.3108225108225109
U154479,1,0.0,1.0,0.0,0.0
U154496,1,0.3333333333333333,3.0,2.0,0.08333333333333333
U154518,36,0.625,1.5555555555555556,18.0,0.41471861471861465
U154521,9,0.5333333333333333,1.6666666666666667,2.0,0.875
U154583,17,0.20930232558139536,2.5294117647058822,13.0,0.18281718281718284
U154628,36,0.6111111111111112,1.5,17.0,0.6189457601222307
U154643,26,0.7647058823529411,1.3076923076923077,14.0,0.36224489795918363
U154680,1,0.0,1.0,4.0,1.0
U154683,65,0.5182481751824818,2.1076923076923078,18.0,0.4968734968734968
U154693,17,0.48484848484848486,1.9411764705882353,2.0,0.375
U154714,43,0.4606741573033708,2.0697674418604652,16.0,0.25037878787878787
U154723,35,0.3305084745762712,3.3714285714285714,13.0,0.5418498168498169
U154731,5,0.5555555555555556,1.8,4.0,0.8947368421052632
U154762,14,0.42105263157894735,2.7142857142857144,2.0,1.0
U154786,61,0.49572649572649574,1.9180327868852458,13.0,0.3231435231435231
U154787,5,0.5,2.4,2.0,1.0
U154803,114,0.5,2.736842105263158,17.0,0.46465495289024705
U154809,39,0.38095238095238093,2.1538461538461537,15.0,0.5615079365079366
U154841,37,0.4146341463414634,2.2162162162162162,14.0,0.6107142857142858
U154859,2,0.4,2.5,0.0,0.0
U154865,11,0.4444444444444444,1.6363636363636365,15.0,0.8507936507936509
U154920,38,0.631578947368421,1.5,16.0,0.30905032467532473
U154935,16,0.7142857142857143,1.3125,15.0,0.525
U154953,2,0.5555555555555556,4.5,0.0,0.0
U154970,47,0.22077922077922077,4.914893617021277,13.0,0.23730948538640845
U154992,41,0.5,1.8048780487804879,18.0,0.4984247234247234
U155007,9,0.5714285714285714,1.5555555555555556,16.0,0.7760416666666666
U155029,5,0.5,1.6,14.0,0.38052721088435376
U155045,10,0.34615384615384615,2.6,14.0,0.7840136054421769
U155067,27,0.5098039215686274,1.8888888888888888,16.0,0.39330357142857136
U155097,15,0.37142857142857144,2.3333333333333335,2.0,0.875
U155129,6,0.75,1.3333333333333333,2.0,1.0
U155149,10,0.5625,1.6,10.0,0.07337662337662339
U155168,75,0.47794117647058826,1.8133333333333332,18.0,0.39315776815776815
U155185,44,0.5,1.8181818181818181,18.0,0.23088023088023085
U155192,66,0.46706586826347307,2.5303030303030303,17.0,0.4603514132925897
U155204,17,0.7391304347826086,1.3529411764705883,10.0,0.5389285714285714
U155228,20,0.47368421052631576,1.9,15.0,0.6261904761904763
U155233,40,0.49612403100775193,3.225,16.0,0.7514880952380952
U155241,45,0.3696969696969697,3.6666666666666665,16.0,0.7607886904761905
U155254,49,0.6857142857142857,1.4285714285714286,11.0,0.25627705627705627
U155268,12,0.3157894736842105,3.1666666666666665,13.0,0.41300366300366304
U155285,1,1.0,1.0,0.0,0.0
U155305,22,0.28169014084507044,3.227272727272727,15.0,0.373953823953824
U155343,2,0.4,2.5,0.0,0.0
U155351,12,0.7692307692307693,1.0833333333333333,4.0,1.0
U155406,8,0.5,1.75,16.0,0.6575148809523809
U155430,4,0.5333333333333333,3.75,1.0,0.4166666666666667
U155441,43,0.4426229508196721,2.8372093023255816,16.0,0.850407268170426
U155452,3,0.16666666666666666,2.0,0.0,0.0
U155466,66,0.6111111111111112,1.9090909090909092,15.0,0.5031746031746033
U155475,19,0.2676056338028169,3.736842105263158,16.0,0.7436755952380952
U155493,10,0.375,2.4,15.0,0.8523809523809524
U155514,12,0.30303030303030304,2.75,5.0,0.5052631578947369
U155521,26,0.5285714285714286,2.6923076923076925,5.0,0.7850877192982455
U155530,2,0.3333333333333333,1.5,0.0,0.0
U155543,29,0.3698630136986301,2.5172413793103448,18.0,0.3554834054834055
U155583,39,0.26119402985074625,3.4358974358974357,14.0,0.3218061700204557
U155602,42,0.5909090909090909,2.619047619047619,13.0,0.19505494505494506
U155610,7,0.5789473684210527,2.7142857142857144,0.0,0.0
U155625,8,0.6,1.875,4.0,1.0
U155636,94,0.37089201877934275,2.265957446808511,18.0,0.46569264069264066
U155640,15,0.6923076923076923,1.7333333333333334,6.0,0.3878968253968254
U155673,19,0.6341463414634146,2.1578947368421053,2.0,0.625
U155679,7,0.36363636363636365,1.5714285714285714,15.0,0.7690476190476191
U155721,9,0.21951219512195122,4.555555555555555,1.0,1.0
U155731,21,0.65625,1.5238095238095237,4.0,0.9736842105263158
U155753,28,0.25,3.5714285714285716,13.0,0.21312021312021306
U155786,27,0.5714285714285714,2.074074074074074,15.0,0.5850793650793651
U155793,32,0.4915254237288136,1.84375,16.0,0.2739177489177489
U155819,27,0.3157894736842105,3.5185185185185186,13.0,0.3194139194139194
U155845,24,0.3146067415730337,3.7083333333333335,0.0,0.0
U155900,19,0.2222222222222222,2.3684210526315788,15.0,0.2853174603174603
U155930,12,0.375,2.0,4.0,1.0
U155940,41,0.44545454545454544,2.682926829268293,17.0,0.3946651387827858
U155949,66,0.5149253731343284,2.0303030303030303,13.0,0.5152014652014653
U155967,57,0.5779816513761468,1.912280701754386,14.0,0.46862244897959177
U155978,1,0.0,2.0,0.0,0.0
U156026,16,0.3548387096774194,1.9375,14.0,0.4517006802721088
U156045,12,0.375,2.0,5.0,0.8
U156056,27,0.4745762711864407,2.185185185185185,16.0,0.29645562770562767
U156075,1,0.3333333333333333,3.0,13.0,0.5516483516483516
U156106,11,0.2549019607843137,4.636363636363637,0.0,0.0
U156147,3,0.3333333333333333,2.0,0.0,0.0
U156154,5,0.3,2.0,8.0,0.32440476190476186
U156156,18,0.4594594594594595,2.0555555555555554,15.0,0.5427777777777778
U156161,45,0.4318181818181818,3.911111111111111,11.0,0.30555883510428966
U156183,47,0.569620253164557,1.6808510638297873,18.0,0.32970177970177966
U156187,1,0.16666666666666666,6.0,0.0,0.0
U156254,60,0.46153846153846156,2.1666666666666665,16.0,0.6927083333333334
U156266,2,0.2,2.5,0.0,0.0
U156288,31,0.453125,2.064516129032258,16.0,0.3224837662337662
U156303,14,0.42857142857142855,1.5,15.0,0.692063492063492
U156310,9,0.5,3.5555555555555554,4.0,0.6842105263157895
U156325,48,0.4117647058823529,2.8333333333333335,15.0,0.1991197691197691
U156332,56,0.4716981132075472,1.8928571428571428,16.0,0.37019751082251084
U156340,4,0.75,1.0,0.0,0.0
U156363,11,0.5333333333333333,1.3636363636363635,13.0,0.4157509157509157
U156370,29,0.58,1.7241379310344827,17.0,0.29696969696969694
U156402,5,0.45454545454545453,2.2,2.0,1.0
U156434,5,0.125,4.8,16.0,0.7626488095238095
U156474,32,0.36904761904761907,2.625,14.0,0.5101190476190476
U156482,29,0.5961538461538461,1.793103448275862,13.0,0.2527805527805528
U156492,12,0.3448275862068966,2.4166666666666665,14.0,0.29987631416202837
U156498,11,0.35294117647058826,3.090909090909091,3.0,0.8333333333333334
U156526,26,0.3472222222222222,2.769230769230769,14.0,0.6381802721088435
U156556,19,0.35714285714285715,2.9473684210526314,2.0,0.75
U156575,12,0.48148148148148145,2.25,3.0,0.5833333333333334
U156620,26,0.4307692307692308,2.5,16.0,0.624627976190476
U156646,18,0.37142857142857144,1.9444444444444444,16.0,0.8690476190476191
U156686,38,0.46987951807228917,2.1842105263157894,16.0,0.6789434523809523
U156711,9,0.15384615384615385,5.777777777777778,15.0,0.5031746031746032
U156716,36,0.3474576271186441,3.2777777777777777,13.0,0.2018981018981019
U156734,55,0.2828282828282828,3.6,8.0,0.18973214285714285
U156765,25,0.5476190476190477,1.68,16.0,0.42090773809523807
U156777,21,0.32727272727272727,2.619047619047619,13.0,0.11518481518481517
U156788,4,0.7142857142857143,1.75,8.0,0.3482142857142857
U156807,12,0.48936170212765956,3.9166666666666665,18.0,0.8666457811194653
U156880,24,0.4482758620689655,2.4166666666666665,13.0,0.570970695970696
U156923,1,0.2857142857142857,7.0,0.0,0.0
U156945,1,1.0,1.0,0.0,0.0
U156972,44,0.6739130434782609,2.090909090909091,0.0,0.0
U156978,15,0.6428571428571429,1.8666666666666667,2.0,0.875
U156980,17,0.34146341463414637,2.411764705882353,5.0,1.0
U157004,25,0.36,2.0,16.0,0.7008928571428572
U157012,51,0.2078853046594982,5.470588235294118,12.0,0.465338134088134
U157029,32,0.421875,2.0,15.0,0.4602741702741702
U157046,4,1.0,1.0,12.0,0.45089285714285715
U157069,3,0.75,1.3333333333333333,0.0,0.0
U157080,24,0.2714285714285714,2.9166666666666665,18.0,0.3492544492544493
U157086,1,0.5,2.0,13.0,0.7881868131868133
U157092,16,0.4107142857142857,3.5,4.0,0.5394736842105263
U157128,1,0.25,4.0,0.0,0.0
U157130,37,0.4146341463414634,2.2162162162162162,17.0,0.470384517443341
U157155,283,0.6392294220665499,2.0176678445229683,16.0,0.43783143939393937
U157210,9,0.3333333333333333,3.0,16.0,0.6499255952380953
U157226,25,0.4444444444444444,2.16,14.0,0.3831014223871367
U157238,3,0.75,1.3333333333333333,0.0,0.0
U157246,2,0.09090909090909091,11.0,8.0,0.4107142857142857
U157282,20,0.48,2.5,3.0,1.0
U157295,54,0.5773195876288659,1.7962962962962963,16.0,0.33088474025974024
U157302,20,0.4594594594594595,5.55,15.0,0.5434126984126983
U157310,65,0.5470085470085471,1.8,14.0,0.582908163265306
U157327,39,0.5657894736842105,1.9487179487179487,13.0,0.5065575450190835
U157345,4,0.36363636363636365,5.5,10.0,0.4357142857142858
U157416,21,0.44680851063829785,2.238095238095238,14.0,0.26607915893630174
U157426,14,0.34146341463414637,2.9285714285714284,4.0,0.75
U157430,33,0.31868131868131866,2.757575757575758,14.0,0.19894867037724182
U157451,13,0.43333333333333335,2.3076923076923075,7.0,0.2448979591836735
U157460,10,0.5238095238095238,2.1,4.0,0.8026315789473684
U157475,19,0.782608695652174,1.2105263157894737,2.0,0.375
U157486,24,0.6410256410256411,1.625,16.0,0.6968005952380952
U157489,104,0.4349315068493151,2.8076923076923075,15.0,0.7432539682539684
U157529,4,0.8333333333333334,1.5,0.0,0.0
U157538,44,0.3710691823899371,3.6136363636363638,14.0,0.4581400742115028
U157568,24,0.4583333333333333,2.0,16.0,0.6008184523809522
U157579,2,0.25,4.0,14.0,0.6755952380952381
U157597,84,0.4270833333333333,3.4285714285714284,16.0,0.463379329004329
U157636,15,0.6521739130434783,1.5333333333333334,13.0,0.18188478188478185
U157650,17,0.40476190476190477,2.4705882352941178,2.0,0.5
U157661,1,0.0,8.0,10.0,0.16011904761904763
U157676,1,1.0,1.0,12.0,0.6473214285714286
U157711,18,0.4146341463414634,2.2777777777777777,16.0,0.8448660714285714
U157730,9,0.8,1.1111111111111112,5.0,0.8
U157741,37,0.603448275862069,1.5675675675675675,11.0,0.2532467532467532
U157782,42,0.6349206349206349,1.5,17.0,0.8315889992360581
U157789,22,0.4888888888888889,2.0454545454545454,16.0,0.7213541666666667
U157806,1,0.5,2.0,10.0,0.2488095238095238
U157815,34,0.33663366336633666,2.9705882352941178,3.0,0.3666666666666667
U157824,1,0.2727272727272727,11.0,17.0,0.8403361344537815
U157904,17,0.4117647058823529,2.0,4.0,0.7763157894736842
U157923,40,0.4880952380952381,2.1,11.0,0.40292207792207796
U157942,10,0.375,2.4,16.0,0.5412946428571428
U157962,5,0.5714285714285714,1.4,14.0,0.6495748299319727
U157974,50,0.48360655737704916,2.44,18.0,0.569949494949495
U157976,45,0.4270833333333333,2.1333333333333333,17.0,0.4714031066972243
U158003,29,0.24603174603174602,4.344827586206897,17.0,0.19396485867074104
U158014,36,0.5806451612903226,1.7222222222222223,15.0,0.4853174603174603
U158024,30,0.36764705882352944,2.2666666666666666,17.0,0.27503183091418376
U158037,20,0.3090909090909091,2.75,13.0,0.2336996336996337
U158054,30,0.42424242424242425,2.2,16.0,0.6753720238095239
U158107,5,0.5,2.0,11.0,0.573051948051948
U158129,2,0.4,2.5,0.0,0.0
U158157,3,0.5555555555555556,3.0,12.0,0.6889880952380952
U158171,43,0.6285714285714286,1.627906976744186,15.0,0.40420634920634924
U158174,34,0.2578125,3.764705882352941,11.0,0.2146164441618987
U158209,25,0.2818181818181818,4.4,16.0,0.8642113095238095
U158226,24,0.39655172413793105,2.4166666666666665,16.0,0.6008184523809524
U158240,2,1.0,1.0,3.0,0.6666666666666666
U158261,92,0.4702702702702703,2.010869565217391,4.0,0.5208333333333333
U158284,2,0.6666666666666666,1.5,4.0,1.0
U158293,34,0.32857142857142857,4.117647058823529,13.0,0.33400765900765905
U158356,21,0.2909090909090909,2.619047619047619,14.0,0.5545918367346939
U158386,8,0.4444444444444444,2.25,8.0,0.3058035714285714
U158404,20,0.4473684210526316,1.9,16.0,0.5234375
U158420,115,0.5304659498207885,2.4260869565217393,16.0,0.8883928571428571
U158450,19,0.8,1.5789473684210527,5.0,0.8
U158504,35,0.16083916083916083,4.085714285714285,17.0,0.5413165266106442
U158533,6,0.5714285714285714,1.1666666666666667,3.0,1.0
U158554,51,0.43283582089552236,2.627450980392157,2.0,0.2916666666666667
